-0.334	0.219
2.765	0.760
0.123	0.930
2.367	0.366
0.477	1.273
-0.580	-0.967
1.299	0.260
0.632	-1.856
-0.582	-0.861
1.465	0.403
0.736	-0.261
-0.531	0.300
-3.218	-1.271
-0.062	-1.239
-3.660	-1.766
-3.891	-0.876
-3.690	-1.078
-4.214	-2.074
-7.268	1.021
-5.754	-1.602
-5.576	0.120
-8.157	-1.441
-8.481	2.420
-10.482	-1.327
-10.740	-0.969
-10.161	1.085
-10.348	-0.792
-12.819	-0.981
-12.316	0.399
-11.427	1.772
